Hair Color,Eye Color,Skin Tone,Under Tone,Personal Color Season,Recommended Clothing Colors,Avoid Clothing Colors,Recommended Jewelry Metal,Recommended Clothing Color Wheel Region,Avoid Clothing Color Wheel Region
Grey,Hazel,Fair,Warm,Spring,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Hazel,Fair,Cool,Summer,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Hazel,Fair,Neutral,Summer,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Hazel,Medium,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Hazel,Medium,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Hazel,Medium,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Hazel,Olive,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Hazel,Olive,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Hazel,Olive,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Hazel,Brown,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Hazel,Brown,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Hazel,Brown,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Hazel,Very Dark,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Hazel,Very Dark,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Hazel,Very Dark,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Grey,Very Fair,Warm,Spring,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Grey,Very Fair,Cool,Summer,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Grey,Very Fair,Neutral,Summer,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Grey,Fair,Warm,Spring,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Grey,Fair,Cool,Summer,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Grey,Fair,Neutral,Summer,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Grey,Medium,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Grey,Medium,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Grey,Medium,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Grey,Olive,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Grey,Olive,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Grey,Olive,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Grey,Brown,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Grey,Brown,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Grey,Brown,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Grey,Very Dark,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Grey,Very Dark,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Grey,Very Dark,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Black,Very Fair,Warm,Spring,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Black,Very Fair,Cool,Summer,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Black,Very Fair,Neutral,Summer,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Black,Fair,Warm,Spring,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Black,Fair,Cool,Summer,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Black,Fair,Neutral,Summer,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Black,Medium,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Black,Medium,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Black,Medium,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Black,Olive,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Black,Olive,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Black,Olive,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Black,Brown,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Black,Brown,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Black,Brown,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Black,Very Dark,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Black,Very Dark,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Black,Very Dark,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Light Brown,Very Fair,Warm,Spring,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Light Brown,Very Fair,Cool,Summer,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Light Brown,Very Fair,Neutral,Summer,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Light Brown,Fair,Warm,Spring,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Light Brown,Fair,Cool,Summer,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Light Brown,Fair,Neutral,Summer,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Light Brown,Medium,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Light Brown,Medium,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Light Brown,Medium,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Light Brown,Olive,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Light Brown,Olive,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Light Brown,Olive,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Light Brown,Brown,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Light Brown,Brown,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Light Brown,Brown,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Light Brown,Very Dark,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Light Brown,Very Dark,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Light Brown,Very Dark,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Light Blue,Very Fair,Warm,Spring,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Light Blue,Very Fair,Cool,Summer,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Light Blue,Very Fair,Neutral,Summer,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Light Blue,Fair,Warm,Spring,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Light Blue,Fair,Cool,Summer,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Light Blue,Fair,Neutral,Summer,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Light Blue,Medium,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Light Blue,Medium,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Light Blue,Medium,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Light Blue,Olive,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Light Blue,Olive,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Light Blue,Olive,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Light Blue,Brown,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Light Blue,Brown,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Light Blue,Brown,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
Grey,Light Blue,Very Dark,Warm,Autumn,"Earth Tones, Olive, Coral, Peach, Mustard, Warm Red","Cool Blue, Icy Gray, Jewel Tones",Gold,"Warm colors (red, orange, yellow, warm greens)",Opposite on color wheel
Grey,Light Blue,Very Dark,Cool,Winter,"Jewel Tones, Icy Blue, Lavender, Silver, Emerald","Orange, Mustard, Brown",Silver,"Cool colors (blue, green, violet, cool grays)",Opposite on color wheel
Grey,Light Blue,Very Dark,Neutral,Autumn,"Soft Pinks, Plums, Teal, Neutral Beige","Fluorescents, Harsh Yellow",Rose Gold,"Neutral-friendly zones (balanced warm/cool like teal, plum, taupe)",Avoid clashing or harsh contrasts
